statement,label
Brookfield Asset Management has headquarters in Canada.,1
Amazon.com has headquarters in Italy.,0
Intel operates in the industry of Banking.,0
Westpac Banking has headquarters in Australia.,1
Bank of Nova Scotia operates in the industry of IT Software & Services.,0
Univlever operates in the industry of household & personal products.,1
RBC has headquarters in United States.,0
Comcast has headquarters in United States.,1
Target has headquarters in Germany.,0
KDDI engages in the telecommunications business.,1
Telefonica operates in the industry of Banking.,0
Chubb operates in the industry of insurance.,1
Barclays has headquarters in United Kingdom.,1
"America Movil is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services.",0
UBS Group has headquarters in Switzerland.,1
GlaxoSmithKline operates in the industry of Banking.,0
China Shenhua Energy operates in the industry of materials.,1
FedEx operates in the industry of transportation.,1
Petrobras operates in the industry of oil & gas operations.,1
"Berkshire Hathaway provides property and casualty insurance and reinsurance, utilities and energy, freight rail transportation, finance, manufacturing, retailing, and services.",1
Volkswagen Group has headquarters in United States.,0
Medtronic operates in the industry of health care equipment & services.,1
"Mitsubishi UFJ Financial Group operates as a holding company, which provides financial services through its subsidiaries.",1
Credit Agricole operates as a holding company that engages in the management of its group companies.,0
Micron Technology engages in the provision of innovative memory and storage solutions.,1
British American Tobacco has headquarters in India.,0
"Hon Hai Precision is a holding company, which engages in the development, manufacture, and marketing of healthcare products.",0
China Mobile operates in the industry of Consumer Durables.,0
Siemens has headquarters in United States.,0
"Raytheon Technologies engages in the provision of aerospace and defense systems and services for commercial, military and government customers.",1
HCA Healthcare has headquarters in United States.,1
Japan Post Holdings operates in the industry of insurance.,1
CNOOC operates in the industry of Insurance.,0
"The Home Depot operates in the industry of Food, Drink & Tobacco.",0
Walmart is a holding company that engages in the provision of telecommunications media and technology service.,0
"Samsung Group engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals.",0
Procter & Gamble has headquarters in Luxembourg.,0
Microsoft engages in the provision of global health services.,0
"ANZ is a software industrial company, which offers industry specific solutions to aerospace and automotive products and services.",0
"Visa engages in the provision of digital payment services. It also facilitates global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities.",1
Mercedes-Benz Group operates in the industry of Aerospace & Defense.,0
Bank of Montreal has headquarters in Japan.,0
"UBS Group engages in oil and gas exploration, production, and distribution activities.",0
Toronto-Dominion Bank has headquarters in Canada.,1
"Dow is a materials science company, combining science and technology to develop innovative solutions.",1
"GlaxoSmithKline is a healthcare company that engages in the research, development and manufacture of pharmaceutical medicines, vaccines and consumer healthcare products.",1
Sanofi has headquarters in United States.,0
Honda Motor has headquarters in Japan.,1
Itochu operates in the industry of Transportation.,0
China State Construction Engineering operates in the industry of Telecommunications Services.,0
PNC Financial Services has headquarters in Japan.,0
Bristol Myers Squibb operates in the industry of drugs & biotechnology.,1
Verizon Communications operates in the industry of Conglomerates.,0
Accenture has headquarters in Ireland.,1
Anthem operates in the industry of drugs & biotechnology.,1
Allianz operates in the industry of insurance.,1
"Charles Schwab Corporation is a savings and loan holding company, which engages in the provision of wealth management, securities brokerage, banking, asset management, custody, and financial advisory services.",1
Sanofi has headquarters in France.,1
Santander has headquarters in United States.,0
"Anthem provides life, hospital and medical insurance plans.",1
Airbus Group has headquarters in Netherlands.,1
Berkshire Hathaway has headquarters in China.,0
Johnson & Johnson provides insurance and financial services to individual and institutional customers.,0
Verizon Communications operates in the industry of telecommunications services.,1
"Medtronic is a holding company, which engages in the development, manufacture, and marketing of healthcare products.",0
Tesla operates in the industry of Transportation.,0
"Chubb operates as a holding company, which engages in the provision of commercial and personal property and casualty insurance, personal accident and supplemental health insurance (A&H), reinsurance, and life insurance.",1
Canadian Imperial Bank of Commerce operates in the industry of banking.,1
Mitsubishi UFJ Financial Group operates in the industry of banking.,1
China Vanke operates in the industry of Consumer Durables.,0
China Citic Bank operates in the industry of Banking.,0
KDDI has headquarters in Japan.,1
Zurich Insurance has headquarters in Switzerland.,1
E.ON has headquarters in France.,0
Glencore has headquarters in Switzerland.,1
ING Group engages in the manufacture and sale of electrical equipment.,0
British American Tobacco operates in the industry of Banking.,0
Electricite de France has headquarters in Russia.,0
Coca-Cola provides insurance and financial services to individual and institutional customers.,0
Citigroup operates in the industry of diversified financials.,1
"Toyota Motor engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets.",0
"Target operates in the industry of Food, Drink & Tobacco.",0
Broadcom operates in the industry of Capital Goods.,0
"China State Construction Engineering engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics.",0
United Parcel Service has headquarters in United States.,1
MetLife operates in the industry of Consumer Durables.,0
"China Telecom is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers.",0
PetroChina operates in the industry of oil & gas operations.,1
Siemens has headquarters in Germany.,1
Sanofi operates in the industry of drugs & biotechnology.,1
Novartis has headquarters in Switzerland.,1
Nippon Telegraph & Telephone has headquarters in Japan.,1
Bank of China operates in the industry of Conglomerates.,0
"Mitsubishi engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.",0
Walt Disney has headquarters in Germany.,0
Charles Schwab Corporation engages in the development and sale of properties.,0
Hon Hai Precision operates in the industry of Consumer Durables.,0
Vale has headquarters in China.,0
General Motors engages in the provision of healthcare services.,0
China Mobile has headquarters in Hong Kong.,1
Hyundai Motor operates in the industry of consumer durables.,1
"Bank of Nova Scotia engages in the provision of aerospace and defense systems and services for commercial, military and government customers.",0
ConocoPhillips engages in the provision of banking and financial services.,0
"ArcelorMittal engages in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care.",0
RBC operates in the industry of Insurance.,0
"ConocoPhillips engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.",1
Charles Schwab Corporation has headquarters in Japan.,0
Manulife operates in the industry of Diversified Financials.,0
"Rio Tinto engages in the exploration, mining, and processing of mineral resources.",1
Itau Unibanco Holding operates in the industry of banking.,1
Walgreens engages in the provision of drug store services.,1
"Wells Fargo engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.",0
Taiwan Semiconductor Manufacturing Company has headquarters in Taiwan.,1
Deere & Company operates in the industry of Banking.,0
Itochu engages in oil and natural gas production.,0
Intel operates in the industry of semiconductors.,1
Tokio Marine Holdings has headquarters in Japan.,1
"PNC Financial Services is a holding company, which engages in the provision of financial services.",1
Industrial Bank engages in owning and operating of general merchandise stores.,0
National Australia Bank has headquarters in United States.,0
China Merchants Bank operates in the industry of Consumer Durables.,0
"Bank of Nova Scotia engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking.",1
Anglo American has headquarters in United States.,0
Danaher engages in the provision of insurance and investment advisory services.,0
HCA Healthcare operates in the industry of Transportation.,0
Equinor has headquarters in United States.,0
Saudi Arabian Oil Company (Saudi Aramco) has headquarters in Switzerland.,0
Sony operates in the industry of consumer durables.,1
Prudential Financial has headquarters in China.,0
Truist Financial has headquarters in United States.,1
Deutsche Post has headquarters in Switzerland.,0
FedEx has headquarters in Taiwan.,0
Taiwan Semiconductor Manufacturing Company has headquarters in China.,0
Broadcom has headquarters in United States.,1
Roche Holding operates as a research healthcare company.,1
Canadian Imperial Bank of Commerce has headquarters in Canada.,1
"Shanghai Pudong Development Bank is a materials science company, combining science and technology to develop innovative solutions.",0
Intesa Sanpaolo engages in the provision of financial products and banking services.,1
"China Construction Bank engages in the research, production and distribution of pharmaceutical products.",0
Mitsui operates in the industry of Retailing.,0
Canadian Imperial Bank of Commerce has headquarters in Brazil.,0
"SAP is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries.",0
HDFC Bank has headquarters in India.,1
Merck & Co. operates in the industry of Telecommunications Services.,0
Walgreens operates in the industry of Banking.,0
MetLife provides insurance and financial services to individual and institutional customers.,1
Lloyds Banking Group has headquarters in United Kingdom.,1
"CNOOC is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries.",1
"LukOil engages in the exploration, production, refining, marketing and distribution of oil.",1
"Coca-Cola operates in the industry of food, drink & tobacco.",1
Intesa Sanpaolo operates in the industry of banking.,1
"Duke Energy is a financial services company, which engages in the provision of a wide range of banking and financial services.",0
CITIC operates in the industry of trading companies.,1
"Roche Holding is a media, entertainment and communications company that engages in the provision of video, Internet and phone services.",0
Industrial and Commercial Bank of China operates in the industry of banking.,1
China Telecom operates in the industry of Materials.,0
AT&T is a holding company that engages in the provision of telecommunications media and technology service.,1
Coca-Cola has headquarters in South Korea.,0
Deutsche Telekom has headquarters in France.,0
Allianz has headquarters in Brazil.,0
AbbVie (ABBV) has headquarters in Germany.,0
BlackRock operates in the industry of Materials.,0
Anheuser-Busch InBev has headquarters in Belgium.,1
Agricultural Bank of China engages in the provision of banking and financial services.,0
Pfizer operates in the industry of drugs & biotechnology.,1
UnitedHealth Group engages in the provision of financial services.,0
SoftBank has headquarters in France.,0
Merck & Co. engages in the provision of banking and financial services.,0
Morgan Stanley operates as a global financial services company.,1
Moller - Maersk engages in the provision of financial and insurance services.,0
American International Group operates in the industry of Insurance.,0
Munich Reinsurance operates in the industry of Banking.,0
Allianz operates in the industry of Drugs & Biotechnology.,0
Lowe's operates in the industry of Media.,0
"PepsiCo engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics.",0
"HDFC Bank engages in the provision of banking and financial services, including commercial banking and treasury operations.",1
"PetroChina engages in the petroleum related products, services and activities.",1
"Thermo Fisher Scientific engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics.",1
BP operates in the industry of oil & gas operations.,1
Charles Schwab Corporation operates in the industry of diversified financials.,1
E.ON has headquarters in Germany.,1
Deere & Company operates in the industry of capital goods.,1
China Citic Bank has headquarters in United States.,0
Itau Unibanco Holding operates as a research healthcare company.,0
"AIA Group engages in the design, manufacture and sale of computer products and technologies.",0
Fubon Financial engages in the provision of broadband communications services.,0
Postal Savings Bank of China engages in the provision of banking and related financial services.,1
Stellantis engages in distribution of natural gas and energy related services.,0
China Construction Bank engages in the provision of a wide range of financial services to corporate and personal customers.,1
Glencore operates in the industry of materials.,1
Broadcom has headquarters in United Kingdom.,0
CVS Health engages in the provision of healthcare services.,1
Univlever has headquarters in Japan.,0
Public Joint Stock Company Gazprom operates in the industry of Insurance.,0
Abbott Laboratories has headquarters in Germany.,0
Lowe's operates in the industry of retailing.,1
Santander operates in the industry of banking.,1
Agricultural Bank of China engages in the provision of international commercial banking and financial services.,1
Bank of China operates in the industry of banking.,1
America Movil operates in the industry of Consumer Durables.,0
China Mobile operates in the industry of telecommunications services.,1
Itochu has headquarters in Japan.,1
"Mercedes-Benz Group engages in the production and distribution of cars, trucks and vans.",1
China Petroleum & Chemical operates in the industry of Oil & Gas Operations.,0
SoftBank operates in the industry of Diversified Financials.,0
Walt Disney engages in the manufacture and sale of automobiles and motorcycles.,0
Tokio Marine Holdings has headquarters in United States.,0
"China Vanke engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products.",0
Shell operates in the industry of Consumer Durables.,0
Alibaba Group has headquarters in Germany.,0
Santander operates in the industry of Consumer Durables.,0
Commonwealth Bank of Australia operates in the industry of banking.,1
"E.ON is a holding company, which engages in the development, manufacture, and marketing of healthcare products.",0
Charter Communications engages in the provision of broadband communications services.,1
"Saudi Arabian Oil Company (Saudi Aramco) engages in the exploration, production, transportation, and sale of crude oil and natural gas.",1
Citigroup has headquarters in Germany.,0
Mitsui engages in the general trading business.,1
"China Life Insurance engages in the provision of healthcare coverage, software and data consultancy services.",0
Charter Communications has headquarters in Canada.,0
China Construction Bank has headquarters in China.,1
BASF operates in the industry of Banking.,0
Alphabet has headquarters in South Korea.,0
Berkshire Hathaway operates in the industry of Transportation.,0
Public Joint Stock Company Gazprom has headquarters in China.,0
Lockheed Martin operates in the industry of Banking.,0
"Stellantis engages in the design, engineering, manufacturing, distribution and sale of automobiles and light commercial vehicles, engines, transmission systems, automotive-related components, metallurgical products and production systems.",1
Deutsche Telekom operates in the industry of telecommunications services.,1
AT&T has headquarters in United States.,1
Accenture operates in the industry of Oil & Gas Operations.,0
Moller - Maersk has headquarters in Denmark.,1
Mitsui has headquarters in China.,0
Goldman Sachs Group operates in the industry of Insurance.,0
China Telecom has headquarters in China.,1
Japan Post Holdings has headquarters in Japan.,1
Lloyds Banking Group is a holding company that engages in the provision of financial products and services.,0
United Parcel Service has headquarters in Japan.,0
IBM operates in the industry of it software & services.,1
Toronto-Dominion Bank engages in the provision of financial products and services.,0
Banco Bradesco has headquarters in Brazil.,1
Allianz engages in the provision of insurance and investment advisory services.,1
Industrial Bank has headquarters in United States.,0
Commonwealth Bank of Australia has headquarters in Australia.,1
Intesa Sanpaolo has headquarters in Brazil.,0
"BBVA is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions.",0
Amazon.com operates in the industry of Semiconductors.,0
SK Hynix engages in the manufacture and sale of semiconductor products.,1
Oracle has headquarters in Ireland.,0
UBS Group operates in the industry of banking.,1
Tokio Marine Holdings engages in the management of its group companies which are in the insurance business.,1
Santander engages in the provision of banking and financial services.,0
"Bank of America is a bank and financial holding company, which engages in the provision of banking and nonbank financial services.",1
ConocoPhillips operates in the industry of oil & gas operations.,1
Deutsche Telekom operates in the industry of Telecommunications Services.,0
Reliance Industries operates in the industry of gas & oil operations.,1
Samsung Group operates in the industry of Banking.,0
Microsoft operates in the industry of it software & services.,1
Meta Platforms engages in the provision of banking and financial services.,0
SAP operates in the industry of Oil & Gas Operations.,0
LukOil operates as a holding company that engages in the provision of insurance and asset management services.,0
Taiwan Semiconductor Manufacturing Company operates in the industry of semiconductors.,1
LVMH Moet Hennessy Louis Vuitton has headquarters in France.,1
Mercedes-Benz Group operates as an integrated oil and gas company.,0
Johnson & Johnson operates in the industry of drugs & biotechnology.,1
U.S. Bancorp engages in the manufacture and sale of motor vehicles and parts.,0
Hitachi has headquarters in United States.,1
"Bank of Montreal engages in the design, manufacture and sale of computer products and technologies.",0
Medtronic has headquarters in Hong Kong.,0
BNP Paribas has headquarters in France.,1
China Petroleum & Chemical operates in the industry of oil & gas operations.,1
"IBM engages in the exploration, mining, and processing of mineral resources.",0
China Petroleum & Chemical has headquarters in South Korea.,0
Mizuho Financial has headquarters in Japan.,1
AXA operates as a holding company that engages in the provision of insurance and asset management services.,1
Cisco Systems operates in the industry of technology hardware & equipment.,1
Bank of Communications operates in the industry of banking.,1
Honda Motor operates in the industry of Chemicals.,0
Allianz has headquarters in Germany.,1
Duke Energy has headquarters in United Kingdom.,0
HDFC Bank operates as a global financial services company.,0
Munich Reinsurance has headquarters in United States.,0
PetroChina has headquarters in South Korea.,0
U.S. Bancorp operates in the industry of Banking.,0
Danaher has headquarters in China.,0
Mizuho Financial has headquarters in Germany.,0
Equinor has headquarters in Norway.,1
Toyota Motor operates in the industry of consumer durables.,1
Walmart has headquarters in United States.,1
Univlever operates in the industry of Banking.,0
Charles Schwab Corporation has headquarters in United States.,1
Sumitomo Mitsui Financial is a holding company that engages in the management of its subsidiaries that provide financial services.,1
Caterpillar has headquarters in United States.,1
Enbridge engages in the provision of gas and oil businesses.,1
Anthem operates in the industry of Health Care Equipment & Services.,0
"Cisco Systems engages in the design, manufacture, and sale of Internet Protocol based networking products and services related to the communications and information technology industry.",1
Walgreens operates in the industry of retailing.,1
China Merchants Bank operates in the industry of banking.,1
Duke Energy operates in the industry of Banking.,0
"ING Group engages in the provision of banking, investments, life and non-life insurance, and retirement and asset management services.",1
"Oracle engages in the design, manufacture and sale of computer products and technologies.",0
Banco Bradesco operates in the industry of Semiconductors.,0
Bank of Nova Scotia operates in the industry of banking.,1
Mitsubishi has headquarters in Germany.,0
"Berkshire Hathaway operates as a financial holding company, which engages in the provision of banking services to individuals, businesses and municipalities.",0
"National Australia Bank is a materials science company, combining science and technology to develop innovative solutions.",0
Westpac Banking operates in the industry of banking.,1
"Japan Post Holdings operates as a holding company, which provides financial services through its subsidiaries.",0
ING Group operates in the industry of Materials.,0
Goldman Sachs Group has headquarters in China.,0
Volkswagen Group has headquarters in Germany.,1
Poly Developments & Holdings Group operates in the industry of Banking.,0
Enel engages in the electricity generation and distribution and distribution of natural gas.,1
Visa has headquarters in Switzerland.,0
"Petrobras engages in shipping, energy, transportation, offshore drilling, and retail activities.",0
Commonwealth Bank of Australia operates in the industry of Insurance.,0
"Danaher operates as a medical company, which designs, manufactures, and markets professional, medical, industrial and commercial products and services.",1
Bristol Myers Squibb has headquarters in United States.,1
"China Citic Bank is a commercial bank, which engages in the provision of corporate and personal banking services.",1
Amazon.com has headquarters in United States.,1
Mercedes-Benz Group operates in the industry of consumer durables.,1
CVS Health has headquarters in United States.,1
Accenture provides financial products and services.,0
Cisco Systems operates in the industry of Banking.,0
"Industrial and Commercial Bank of China engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets.",0
BBVA has headquarters in United States.,0
"Mitsubishi UFJ Financial Group is a commercial bank, which engages in the provision of corporate and personal banking services.",0
JPMorgan Chase operates in the industry of diversified financials.,1
Fubon Financial operates in the industry of Capital Goods.,0
British American Tobacco British American Tobacco Acts as a financing subsidiary/special purpose entity.,1
Walmart engages in retail and wholesale business.,1
"Bristol Myers Squibb operates in the industry of Food, Drink & Tobacco.",0
Amazon.com engages in the provision of online retail shopping services.,1
LukOil operates in the industry of Oil & Gas Operations.,0
Microsoft has headquarters in Germany.,0
Wells Fargo operates in the industry of Diversified Financials.,0
Merck & Co. has headquarters in Germany.,0
Walmart operates in the industry of Retailing.,0
ArcelorMittal has headquarters in Luxembourg.,1
Exxon Mobil engages in the provision of banking and financial services.,0
Airbus Group operates in the industry of aerospace & defense.,1
SAP has headquarters in United States.,0
Commonwealth Bank of Australia engages in the provision of banking and financial services.,1
BlackRock has headquarters in Russia.,0
Shanghai Pudong Development Bank has headquarters in China.,1
"Canadian Imperial Bank of Commerce is a financial institution, which engages in the provision of banking and wealth management services.",1
Cisco Systems has headquarters in United States.,1
PetroChina has headquarters in China.,1
Deere & Company has headquarters in Saudi Arabia.,0
State Bank of India engages in the electricity generation and distribution and distribution of natural gas.,0
The Home Depot has headquarters in Switzerland.,0
AXA has headquarters in United States.,0
Airbus Group engages in the provision of telecommunications services.,0
Cigna Corporation has headquarters in United States.,1
RBC engages in the provision of financial services.,0
Bank of Montreal operates in the industry of Oil & Gas Operations.,0
BASF has headquarters in Japan.,0
Poly Developments & Holdings Group operates in the industry of construction.,1
Zurich Insurance operates in the industry of Banking.,0
Enbridge operates in the industry of oil & gas operations.,1
Tencent Holdings engages in the provision of energy solutions.,0
"Bank of Communications engages in the provision of electricity, natural gas, and energy related services.",0
Hyundai Motor engages in owning and operating of general merchandise stores.,0
BP has headquarters in United Kingdom.,1
Rosneft operates in the industry of oil & gas operations.,1
HCA Healthcare operates as an investment holding company.,0
Anglo American engages in the provision of healthcare services.,0
"Postal Savings Bank of China engages in the provision of life, annuity, accident, and health insurance.",0
"Iberdrola is a holding company, which engages in the provision of insurance products and related services.",0
"Enbridge engages in the provision of banking, investments, life and non-life insurance, and retirement and asset management services.",0
Manulife is a financial services company that engages in the provision of financial protection and wealth management products and services.,1
BASF has headquarters in Germany.,1
BASF operates in the industry of chemicals.,1
"ArcelorMittal is a holding company, which engages in steelmaking and mining activities.",1
GlaxoSmithKline operates in the industry of drugs & biotechnology.,1
"U.S. Bancorp operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management.",1
Pfizer operates in the industry of Insurance.,0
"Walgreens engages in the provision of management consulting, technology, and outsourcing services.",0
Dow is a holding company that engages in the provision of telecommunication services.,0
Credit Agricole engages in the provision of banking and financial services.,1
Thermo Fisher Scientific has headquarters in United States.,1
"American Express operates as a bank holding company that engages in the business of providing retail banking, credit cards, corporate and investment banking and wealth management services.",0
Rio Tinto has headquarters in Australia.,1
ING Group has headquarters in Netherlands.,1
"Sanofi engages in the research, production and distribution of pharmaceutical products.",1
"VINCI engages in the design, building, finance and management of facilities for transport systems, public and private buildings and urban development and water, energy and communication networks.",1
Tencent Holdings has headquarters in United Kingdom.,0
U.S. Bancorp has headquarters in United States.,1
China Merchants Bank engages in oil and natural gas production.,0
Samsung Group engages in the manufacturing and selling of electronics and computer peripherals.,1
BHP Group operates in the industry of materials.,1
Comcast operates in the industry of Banking.,0
Comcast has headquarters in Taiwan.,0
"Prudential Financial engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.",0
"Hon Hai Precision engages in the design, development and manufacturing of nanotechnology, heat transfer, wireless connectivity and material sciences products.",1
Eni operates in the industry of oil & gas operations.,1
"CITIC is an investment holding company, which engages in finance, energy, engineering, manufacturing, and real estate businesses.",1
China Shenhua Energy engages in the production and sale of coal and electricity.,1